Timestamp,Elapsed_Sec,Temp_A_K,Setpoint_K,Error_K,Heater_Pct,Ramp_Rate_K_min,P_Gain,I_Gain,D_Gain,Range,Stage
2026-09-04 17:31:46,294.7,330.1785,327.00,+3.1785,27.67,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:47,296.0,330.2088,327.00,+3.2088,27.25,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:48,297.3,330.2384,327.00,+3.2384,26.82,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:49,298.6,330.2672,327.00,+3.2672,26.40,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:51,299.9,330.2956,327.00,+3.2956,25.96,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:52,301.2,330.3240,327.00,+3.3240,25.53,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:53,302.5,330.3514,327.00,+3.3514,25.10,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:55,303.8,330.3786,327.00,+3.3786,24.66,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:56,305.1,330.4054,327.00,+3.4054,24.22,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:57,306.4,330.4314,327.00,+3.4314,23.78,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:59,307.7,330.4570,327.00,+3.4570,23.34,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:00,309.0,330.4818,327.00,+3.4818,22.90,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:01,310.3,330.5062,327.00,+3.5062,22.45,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:03,311.6,330.5310,327.00,+3.5310,21.99,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:04,312.9,330.5561,327.00,+3.5561,21.54,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:05,314.2,330.5801,327.00,+3.5801,21.08,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:06,315.5,330.6033,327.00,+3.6033,20.64,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:08,316.8,330.6260,327.00,+3.6260,20.18,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:09,318.1,330.6481,327.00,+3.6481,19.73,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:10,319.4,330.6690,327.00,+3.6690,19.27,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:12,320.7,330.6902,327.00,+3.6902,18.81,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:13,322.0,330.7110,327.00,+3.7110,18.35,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:14,323.4,330.7312,327.00,+3.7312,17.90,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:16,324.7,330.7501,327.00,+3.7501,17.43,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:17,326.0,330.7695,327.00,+3.7695,16.96,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:18,327.3,330.7880,327.00,+3.7880,16.50,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:19,328.6,330.8062,327.00,+3.8062,16.04,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:21,329.9,330.8238,327.00,+3.8238,15.58,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:22,331.2,330.8402,327.00,+3.8402,15.12,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:23,332.5,330.8560,327.00,+3.8560,14.66,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:25,333.8,330.8715,327.00,+3.8715,14.19,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:26,335.1,330.8868,327.00,+3.8868,13.72,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:27,336.4,330.9015,327.00,+3.9015,13.26,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:29,337.7,330.9152,327.00,+3.9152,12.79,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:30,339.0,330.9282,327.00,+3.9282,12.37,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:31,340.3,330.9394,327.00,+3.9394,11.87,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:32,341.6,330.9513,327.00,+3.9513,11.44,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:34,342.9,330.9629,327.00,+3.9629,10.97,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:35,344.2,330.9754,327.00,+3.9754,10.50,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:36,345.5,330.9857,327.00,+3.9857,10.05,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:38,346.8,330.9954,327.00,+3.9954,9.59,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:39,348.1,331.0040,327.00,+4.0040,9.13,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:40,349.4,331.0121,327.00,+4.0121,8.66,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:42,350.7,331.0194,327.00,+4.0194,8.20,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:43,352.0,331.0275,327.00,+4.0275,7.74,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:44,353.3,331.0344,327.00,+4.0344,7.28,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:46,354.6,331.0414,327.00,+4.0414,6.81,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:47,355.9,331.0484,327.00,+4.0484,6.34,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:48,357.2,331.0545,327.00,+4.0545,5.88,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:49,358.6,331.0599,327.00,+4.0599,5.42,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:51,359.9,331.0646,327.00,+4.0646,4.96,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:52,361.2,331.0692,327.00,+4.0692,4.50,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:53,362.5,331.0735,327.00,+4.0735,4.03,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:55,363.8,331.0772,327.00,+4.0772,3.59,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:56,365.1,331.0797,327.00,+4.0797,3.12,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:57,366.4,331.0823,327.00,+4.0823,2.67,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:32:59,367.7,331.0843,327.00,+4.0843,2.21,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:00,369.0,331.0836,327.00,+4.0836,1.82,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:01,370.3,331.0804,327.00,+4.0804,1.38,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:02,371.6,331.0783,327.00,+4.0783,0.91,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:04,372.9,331.0771,327.00,+4.0771,0.47,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:05,374.2,331.0755,327.00,+4.0755,0.02,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:06,375.5,331.0731,327.00,+4.0731,0.00,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:08,376.8,331.0714,327.00,+4.0714,0.00,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:09,378.1,331.0702,327.00,+4.0702,0.00,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:10,379.4,331.0685,327.00,+4.0685,0.00,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:12,380.7,331.0662,327.00,+4.0662,0.00,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:33:13,382.0,331.0630,327.00,+4.0630,0.00,2.00,2.0,18.0,55.0,HI,SETTLED
